Scientific,TipLabel,English,Taxonomy,Patch Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc,Jarvis_patch,Jarvis_superorder,Notes
Caprimulgus indicus,Caprimulgus_indicus,Grey Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus manillensis,Caprimulgus_manillensis,Philippine Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus mahrattensis,Caprimulgus_mahrattensis,Sykes's Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus maculosus,Caprimulgus_maculosus,Cayenne Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus maculicaudus,Caprimulgus_maculicaudus,Spot-tailed Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus macrurus,Caprimulgus_macrurus,Large-tailed Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus inornatus,Caprimulgus_inornatus,Plain Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus longirostris,Caprimulgus_longirostris,Band-winged Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus prigoginei,Caprimulgus_prigoginei,Itombwe Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus stellatus,Caprimulgus_stellatus,Star-spotted Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Chordeiles rupestris,Chordeiles_rupestris,Sand-coloured Nighthawk,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus solala,Caprimulgus_solala,Nechisar Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus nigriscapularis,Caprimulgus_nigriscapularis,Black-shouldered Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Chordeiles acutipennis,Chordeiles_acutipennis,Lesser Nighthawk,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus hirundinaceus,Caprimulgus_hirundinaceus,Pygmy Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Chordeiles gundlachii,Chordeiles_gundlachii,Antillean Nighthawk,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Chordeiles minor,Chordeiles_minor,Common Nighthawk,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus whitelyi,Caprimulgus_whitelyi,Roraiman Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Chordeiles pusillus,Chordeiles_pusillus,Least Nighthawk,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus sericocaudatus,Caprimulgus_sericocaudatus,Silky-tailed Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus tristigma,Caprimulgus_tristigma,Freckled Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus pulchellus,Caprimulgus_pulchellus,Salvadori's Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus saturatus,Caprimulgus_saturatus,Dusky Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus salvini,Caprimulgus_salvini,Tawny-collared Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus ruwenzorii,Caprimulgus_ruwenzorii,Ruwenzori Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus rufus,Caprimulgus_rufus,Rufous Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus rufigena,Caprimulgus_rufigena,Rufous-cheeked Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus ruficollis,Caprimulgus_ruficollis,Red-necked Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus ridgwayi,Caprimulgus_ridgwayi,Buff-collared Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus vociferus,Caprimulgus_vociferus,Whip-poor-will,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus concretus,Caprimulgus_concretus,Sunda Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus asiaticus,Caprimulgus_asiaticus,Indian Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus fossii,Caprimulgus_fossii,Square-tailed Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus eximius,Caprimulgus_eximius,Golden Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus europaeus,Caprimulgus_europaeus,Eurasian Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus nubicus,Caprimulgus_nubicus,Nubian Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus aegyptius,Caprimulgus_aegyptius,Egyptian Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus affinis,Caprimulgus_affinis,Savanna Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus anthonyi,Caprimulgus_anthonyi,Scrub Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus enarratus,Caprimulgus_enarratus,Collared Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus ekmani,Caprimulgus_ekmani,Hispaniola Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus fraenatus,Caprimulgus_fraenatus,Sombre Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus cubanensis,Caprimulgus_cubanensis,Cuban Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus heterurus,Caprimulgus_heterurus,Todd's Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus climacurus,Caprimulgus_climacurus,Long-tailed Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus clarus,Caprimulgus_clarus,Slender-tailed Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus centralasicus,Caprimulgus_centralasicus,Vaurie's Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus celebensis,Caprimulgus_celebensis,Sulawesi Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus cayennensis,Caprimulgus_cayennensis,White-tailed Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus carolinensis,Caprimulgus_carolinensis,Chuck-will's-widow,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus binotatus,Caprimulgus_binotatus,Brown Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus batesi,Caprimulgus_batesi,Bates's Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus badius,Caprimulgus_badius,Yucatan Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus atripennis,Caprimulgus_atripennis,Jerdon's Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Caprimulgus donaldsoni,Caprimulgus_donaldsoni,Donaldson-Smith's Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Eurostopodus papuensis,Eurostopodus_papuensis,Papuan Eared-nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Eurostopodus archboldi,Eurostopodus_archboldi,Mountain Eared-nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Eurostopodus temminckii,Eurostopodus_temminckii,Malaysian Eared-nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Macrodipteryx longipennis,Macrodipteryx_longipennis,Standard-winged Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Eurostopodus macrotis,Eurostopodus_macrotis,Great Eared-nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Eurostopodus diabolicus,Eurostopodus_diabolicus,Sulawesi Eared-nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Eurostopodus argus,Eurostopodus_argus,Spotted Eared-nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Eurostopodus mystacalis,Eurostopodus_mystacalis,White-throated Eared-nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Eleothreptus anomalus,Eleothreptus_anomalus,Sickle-winged Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Eleothreptus candicans,Eleothreptus_candicans,White-winged Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Macropsalis forcipata,Macropsalis_forcipata,Long-trained Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Hydropsalis torquata,Hydropsalis_torquata,Scissor-tailed Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Lurocalis rufiventris,Lurocalis_rufiventris,Rufous-bellied Nighthawk,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Lurocalis semitorquatus,Lurocalis_semitorquatus,Short-tailed Nighthawk,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Macrodipteryx vexillarius,Macrodipteryx_vexillarius,Pennant-winged Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Hydropsalis climacocerca,Hydropsalis_climacocerca,Ladder-tailed Nightjar,BL3,Caprimulgidae,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,
Nyctibius leucopterus,Nyctibius_leucopterus,White-winged Potoo,BL3,Nyctibiidae,Nyctibiidae,Potoos,74,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Nyctibius maculosus,Nyctibius_maculosus,Andean Potoo,BL3,Nyctibiidae,Nyctibiidae,Potoos,74,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Nyctibius griseus,Nyctibius_griseus,Grey Potoo,BL3,Nyctibiidae,Nyctibiidae,Potoos,74,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Nyctibius jamaicensis,Nyctibius_jamaicensis,Northern Potoo,BL3,Nyctibiidae,Nyctibiidae,Potoos,74,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Nyctibius grandis,Nyctibius_grandis,Great Potoo,BL3,Nyctibiidae,Nyctibiidae,Potoos,74,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Nyctibius bracteatus,Nyctibius_bracteatus,Rufous Potoo,BL3,Nyctibiidae,Nyctibiidae,Potoos,74,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Nyctibius aethereus,Nyctibius_aethereus,Long-tailed Potoo,BL3,Nyctibiidae,Nyctibiidae,Potoos,74,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Podargus ocellatus,Podargus_ocellatus,Marbled Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Rigidipenna inexpectata,Rigidipenna_inexpectata,Solomon Islands Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Podargus papuensis,Podargus_papuensis,Papuan Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Podargus strigoides,Podargus_strigoides,Tawny Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Batrachostomus hodgsoni,Batrachostomus_hodgsoni,Hodgson's Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Batrachostomus affinis,Batrachostomus_affinis,Blyth's Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Batrachostomus auritus,Batrachostomus_auritus,Large Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Batrachostomus harterti,Batrachostomus_harterti,Dulit Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Batrachostomus javensis,Batrachostomus_javensis,Javan Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Batrachostomus mixtus,Batrachostomus_mixtus,Bornean Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Batrachostomus poliolophus,Batrachostomus_poliolophus,Short-tailed Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Batrachostomus septimus,Batrachostomus_septimus,Philippine Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Batrachostomus stellatus,Batrachostomus_stellatus,Gould's Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Batrachostomus moniliger,Batrachostomus_moniliger,Sri Lanka Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Batrachostomus cornutus,Batrachostomus_cornutus,Sunda Frogmouth,BL3,Podargidae,Podargidae,Frogmouths,72,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Steatornis caripensis,Steatornis_caripensis,Oilbird,BL3,Skeleton,Steatornithidae,Oilbird,73,CAPRIMULGIFORMES,NONPASSERIFORMES,Nightjars,Caprimulgimorphae,not clear which Jarvis patch
Ptilopsis granti,Ptilopsis_granti,Southern White-faced Owl,IOC27,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Pulsatrix koeniswaldiana,Pulsatrix_koeniswaldiana,Tawny-browed Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Pulsatrix perspicillata,Pulsatrix_perspicillata,Spectacled Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Pulsatrix melanota,Pulsatrix_melanota,Band-bellied Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus balli,Otus_balli,Andaman Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus hartlaubi,Otus_hartlaubi,Sao Tome Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox sumbaensis,Ninox_sumbaensis,Little Sumba Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox superciliaris,Ninox_superciliaris,White-browed Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox theomacha,Ninox_theomacha,Jungle Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox variegata,Ninox_variegata,Bismarck Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus alfredi,Otus_alfredi,Flores Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus alius,Otus_alius,Nicobar Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox squamipila,Ninox_squamipila,Moluccan Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus bakkamoena,Otus_bakkamoena,Collared Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox scutulata,Ninox_scutulata,Brown Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus beccarii,Otus_beccarii,Biak Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus brookii,Otus_brookii,Rajah Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus brucei,Otus_brucei,Pallid Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus elegans,Otus_elegans,Elegant Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus capnodes,Otus_capnodes,Anjouan Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus enganensis,Otus_enganensis,Enggano Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus flammeolus,Otus_flammeolus,Flammulated Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus fuliginosus,Otus_fuliginosus,Palawan Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus angelinae,Otus_angelinae,Javan Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox meeki,Ninox_meeki,Manus Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Nesasio solomonensis,Nesasio_solomonensis,Fearful Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Pseudoscops grammicus,Pseudoscops_grammicus,Jamaican Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Pseudoscops clamator,Pseudoscops_clamator,Striped Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox affinis,Ninox_affinis,Andaman Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox boobook,Ninox_boobook,Southern Boobook,IOC27,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox burhani,Ninox_burhani,Togian Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox connivens,Ninox_connivens,Barking Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox strenua,Ninox_strenua,Powerful Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox jacquinoti,Ninox_jacquinoti,Solomons Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus collari,Otus_collari,Sangihe Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox natalis,Ninox_natalis,Christmas Island Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox novaeseelandiae,Ninox_novaeseelandiae,Southern Boobook,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox ochracea,Ninox_ochracea,Ochre-bellied Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox odiosa,Ninox_odiosa,Russet Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
