Scientific,TipLabel,English,Taxonomy,Patch Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc,Jarvis_patch,Jarvis_superorder,Notes
Leucopternis polionotus,Leucopternis_polionotus,Mantled Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Harpia harpyja,Harpia_harpyja,Harpy Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Geranoaetus melanoleucus,Geranoaetus_melanoleucus,Black-chested Buzzard-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Hieraaetus spilogaster,Hieraaetus_spilogaster,African Hawk-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Leucopternis schistaceus,Leucopternis_schistaceus,Slate-coloured Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Hieraaetus ayresii,Hieraaetus_ayresii,Ayres's Hawk-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Melierax gabar,Melierax_gabar,Gabar Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Leucopternis occidentalis,Leucopternis_occidentalis,Grey-backed Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Leucopternis melanops,Leucopternis_melanops,Black-faced Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Leucopternis lacernulatus,Leucopternis_lacernulatus,White-necked Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Leucopternis kuhli,Leucopternis_kuhli,White-browed Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Elanus leucurus,Elanus_leucurus,White-tailed Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Erythrotriorchis radiatus,Erythrotriorchis_radiatus,Red Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Harpagus diodon,Harpagus_diodon,Rufous-thighed Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Harpagus bidentatus,Harpagus_bidentatus,Double-toothed Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Leucopternis albicollis,Leucopternis_albicollis,White Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Lophotriorchis kienerii,Lophotriorchis_kienerii,Rufous-bellied Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Erythrotriorchis buergersi,Erythrotriorchis_buergersi,Chestnut-shouldered Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Lophoictinia isura,Lophoictinia_isura,Square-tailed Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Gampsonyx swainsonii,Gampsonyx_swainsonii,Pearl Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Hieraaetus pennatus,Hieraaetus_pennatus,Booted Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Hieraaetus morphnoides,Hieraaetus_morphnoides,Little Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Haliastur sphenurus,Haliastur_sphenurus,Whistling Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Elanus axillaris,Elanus_axillaris,Black-shouldered Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Elanus scriptus,Elanus_scriptus,Letter-winged Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Elanus caeruleus,Elanus_caeruleus,Black-winged Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Haliaeetus albicilla,Haliaeetus_albicilla,White-tailed Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Henicopernis longicauda,Henicopernis_longicauda,Long-tailed Honey-buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Henicopernis infuscatus,Henicopernis_infuscatus,Black Honey-buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Leptodon cayanensis,Leptodon_cayanensis,Grey-headed Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Melierax canorus,Melierax_canorus,Pale Chanting-goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Helicolestes hamatus,Helicolestes_hamatus,Slender-billed Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Gyps bengalensis,Gyps_bengalensis,White-rumped Vulture,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Gyps africanus,Gyps_africanus,White-backed Vulture,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Gypohierax angolensis,Gypohierax_angolensis,Palm-nut Vulture,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Gypaetus barbatus,Gypaetus_barbatus,Lammergeier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Elanoides forficatus,Elanoides_forficatus,American Swallow-tailed Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Melierax poliopterus,Melierax_poliopterus,Eastern Chanting-goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Melierax metabates,Melierax_metabates,Dark Chanting-goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Hamirostra melanosternon,Hamirostra_melanosternon,Black-breasted Buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Megatriorchis doriae,Megatriorchis_doriae,Doria's Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Eutriorchis astur,Eutriorchis_astur,Madagascar Serpent-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Leucopternis semiplumbeus,Leucopternis_semiplumbeus,Semiplumbeous Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Leptodon forbesi,Leptodon_forbesi,White-collared Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Sagittarius serpentarius,Sagittarius_serpentarius,Secretarybird,BL3,Skeleton,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Polihierax semitorquatus,Polihierax_semitorquatus,Pygmy Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Polihierax insignis,Polihierax_insignis,White-rumped Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Phalcoboenus australis,Phalcoboenus_australis,Striated Caracara,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Phalcoboenus megalopterus,Phalcoboenus_megalopterus,Mountain Caracara,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Phalcoboenus albogularis,Phalcoboenus_albogularis,White-throated Caracara,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Phalcoboenus carunculatus,Phalcoboenus_carunculatus,Carunculated Caracara,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Spiziapteryx circumcincta,Spiziapteryx_circumcincta,Spot-winged Falconet,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Caracara cheriway,Caracara_cheriway,Crested Caracara,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Caracara plancus,Caracara_plancus,Southern Caracara,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco deiroleucus,Falco_deiroleucus,Orange-breasted Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco biarmicus,Falco_biarmicus,Lanner Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco cuvierii,Falco_cuvierii,African Hobby,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco concolor,Falco_concolor,Sooty Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco columbarius,Falco_columbarius,Merlin,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco chicquera,Falco_chicquera,Red-necked Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco cherrug,Falco_cherrug,Saker Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco cenchroides,Falco_cenchroides,Nankeen Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco berigora,Falco_berigora,Brown Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco ardosiaceus,Falco_ardosiaceus,Grey Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco araea,Falco_araea,Seychelles Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco amurensis,Falco_amurensis,Amur Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco alopex,Falco_alopex,Fox Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco rufigularis,Falco_rufigularis,Bat Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco rusticolus,Falco_rusticolus,Gyr Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco severus,Falco_severus,Oriental Hobby,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco rupicoloides,Falco_rupicoloides,Greater Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco moluccensis,Falco_moluccensis,Spotted Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco eleonorae,Falco_eleonorae,Eleonora's Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Micrastur gilvicollis,Micrastur_gilvicollis,Lined Forest-falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Micrastur buckleyi,Micrastur_buckleyi,Buckley's Forest-falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco fasciinucha,Falco_fasciinucha,Taita Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco femoralis,Falco_femoralis,Aplomado Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco hypoleucos,Falco_hypoleucos,Grey Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco jugger,Falco_jugger,Laggar Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco newtoni,Falco_newtoni,Madagascar Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco mexicanus,Falco_mexicanus,Prairie Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco dickinsoni,Falco_dickinsoni,Dickinson's Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco vespertinus,Falco_vespertinus,Red-footed Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco naumanni,Falco_naumanni,Lesser Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco sparverius,Falco_sparverius,American Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco novaeseelandiae,Falco_novaeseelandiae,New Zealand Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco pelegrinoides,Falco_pelegrinoides,Barbary Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco peregrinus,Falco_peregrinus,Peregrine Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco punctatus,Falco_punctatus,Mauritius Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco longipennis,Falco_longipennis,Australian Hobby,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Micrastur mirandollei,Micrastur_mirandollei,Slaty-backed Forest-falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Ibycter americanus,Ibycter_americanus,Red-throated Caracara,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Microhierax caerulescens,Microhierax_caerulescens,Collared Falconet,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco subniger,Falco_subniger,Black Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Microhierax erythrogenys,Microhierax_erythrogenys,Philippine Falconet,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco subbuteo,Falco_subbuteo,Eurasian Hobby,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Milvago chimango,Milvago_chimango,Chimango Caracara,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Microhierax fringillarius,Microhierax_fringillarius,Black-thighed Falconet,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Microhierax latifrons,Microhierax_latifrons,White-fronted Falconet,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Microhierax melanoleucos,Microhierax_melanoleucos,Pied Falconet,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Micrastur semitorquatus,Micrastur_semitorquatus,Collared Forest-falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Micrastur plumbeus,Micrastur_plumbeus,Plumbeous Forest-falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Milvago chimachima,Milvago_chimachima,Yellow-headed Caracara,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Micrastur mintoni,Micrastur_mintoni,Cryptic Forest-falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Daptrius ater,Daptrius_ater,Black Caracara,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco zoniventris,Falco_zoniventris,Banded Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Herpetotheres cachinnans,Herpetotheres_cachinnans,Laughing Falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Falco tinnunculus,Falco_tinnunculus,Common Kestrel,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Micrastur ruficollis,Micrastur_ruficollis,Barred Forest-falcon,BL3,Falconidae,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,Falcons,Falcons (none),
Phoenicopterus ruber,Phoenicopterus_ruber,American Flamingo,BL3,Phoenicopteridae,Phoenicopteridae,Flamingos,22,PHOENICOPTERIFORMES,NONPASSERIFORMES,Flamingos,Phoenicopterimorphae,
Phoenicopterus roseus,Phoenicopterus_roseus,Greater Flamingo,BL3,Phoenicopteridae,Phoenicopteridae,Flamingos,22,PHOENICOPTERIFORMES,NONPASSERIFORMES,Flamingos,Phoenicopterimorphae,
Phoenicopterus chilensis,Phoenicopterus_chilensis,Chilean Flamingo,BL3,Phoenicopteridae,Phoenicopteridae,Flamingos,22,PHOENICOPTERIFORMES,NONPASSERIFORMES,Flamingos,Phoenicopterimorphae,
Phoenicoparrus jamesi,Phoenicoparrus_jamesi,Puna Flamingo,BL3,Phoenicopteridae,Phoenicopteridae,Flamingos,22,PHOENICOPTERIFORMES,NONPASSERIFORMES,Flamingos,Phoenicopterimorphae,
Phoenicoparrus andinus,Phoenicoparrus_andinus,Andean Flamingo,BL3,Phoenicopteridae,Phoenicopteridae,Flamingos,22,PHOENICOPTERIFORMES,NONPASSERIFORMES,Flamingos,Phoenicopterimorphae,
Phoeniconaias minor,Phoeniconaias_minor,Lesser Flamingo,BL3,Phoenicopteridae,Phoenicopteridae,Flamingos,22,PHOENICOPTERIFORMES,NONPASSERIFORMES,Flamingos,Phoenicopterimorphae,
Phoebastria albatrus,Phoebastria_albatrus,Short-tailed Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Phoebetria palpebrata,Phoebetria_palpebrata,Light-mantled Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Phoebetria fusca,Phoebetria_fusca,Sooty Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Phoebastria nigripes,Phoebastria_nigripes,Black-footed Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Phoebastria immutabilis,Phoebastria_immutabilis,Laysan Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Phoebastria irrorata,Phoebastria_irrorata,Waved Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Thalassarche steadi,Thalassarche_steadi,White-capped Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Thalassarche salvini,Thalassarche_salvini,Salvin's Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,Atlantic Yellow-nosed Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Thalassarche melanophrys,Thalassarche_melanophrys,Black-browed Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Thalassarche bulleri,Thalassarche_bulleri,Buller's Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Thalassarche impavida,Thalassarche_impavida,Campbell Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Thalassarche eremita,Thalassarche_eremita,Chatham Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Thalassarche chrysostoma,Thalassarche_chrysostoma,Grey-headed Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Thalassarche carteri,Thalassarche_carteri,Indian Yellow-nosed Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
Thalassarche cauta,Thalassarche_cauta,Shy Albatross,BL3,Procellariidae,Diomedeidae,Albatrosses,17,PROCELLARIIFORMES,NONPASSERIFORMES,Fulmars,Procellariimorphae,
